day,category,count
696,Ads Related Issues,0
696,Content Discovery Issues,0
696,Listening Related Issues,0
696,Content Quality Issues,0
696,User Experience Issues,0
696,Support & Service Issues,0
696,Localization Issues,0
701,User Experience Issues,1
701,Support & Service Issues,1
701,Coins Related Issues,1
701,Ads Related Issues,0
701,Content Discovery Issues,0
701,Listening Related Issues,0
701,Content Quality Issues,0
701,Localization Issues,0
702,Coins Related Issues,1
702,Ads Related Issues,0
702,Content Discovery Issues,0
702,Listening Related Issues,0
702,Content Quality Issues,0
702,User Experience Issues,0
702,Support & Service Issues,0
702,Localization Issues,0
703,Support & Service Issues,1
703,Ads Related Issues,0
703,Coins Related Issues,0
703,Content Discovery Issues,0
703,Listening Related Issues,0
703,Content Quality Issues,0
703,User Experience Issues,0
703,Localization Issues,0
704,Coins Related Issues,1
704,Ads Related Issues,0
704,Content Discovery Issues,0
704,Listening Related Issues,0
704,Content Quality Issues,0
704,User Experience Issues,0
704,Support & Service Issues,0
704,Localization Issues,0
708,Coins Related Issues,1
708,Ads Related Issues,0
708,Content Discovery Issues,0
708,Listening Related Issues,0
708,Content Quality Issues,0
708,User Experience Issues,0
708,Support & Service Issues,0
708,Localization Issues,0
709,Coins Related Issues,3
709,Ads Related Issues,0
709,Content Discovery Issues,0
709,Listening Related Issues,0
709,Content Quality Issues,0
709,User Experience Issues,0
709,Support & Service Issues,0
709,Localization Issues,0
710,Coins Related Issues,1
710,Listening Related Issues,2
710,User Experience Issues,1
710,Ads Related Issues,0
710,Content Discovery Issues,0
710,Content Quality Issues,0
710,Support & Service Issues,0
710,Localization Issues,0
711,Support & Service Issues,1
711,Ads Related Issues,0
711,Coins Related Issues,0
711,Content Discovery Issues,0
711,Listening Related Issues,0
711,Content Quality Issues,0
711,User Experience Issues,0
711,Localization Issues,0
712,User Experience Issues,1
712,Support & Service Issues,1
712,Ads Related Issues,0
712,Coins Related Issues,0
712,Content Discovery Issues,0
712,Listening Related Issues,0
712,Content Quality Issues,0
712,Localization Issues,0
713,Coins Related Issues,2
713,Listening Related Issues,1
713,Ads Related Issues,0
713,Content Discovery Issues,0
713,Content Quality Issues,0
713,User Experience Issues,0
713,Support & Service Issues,0
713,Localization Issues,0
714,Coins Related Issues,1
714,Ads Related Issues,0
714,Content Discovery Issues,0
714,Listening Related Issues,0
714,Content Quality Issues,0
714,User Experience Issues,0
714,Support & Service Issues,0
714,Localization Issues,0
716,Coins Related Issues,2
716,Ads Related Issues,0
716,Content Discovery Issues,0
716,Listening Related Issues,0
716,Content Quality Issues,0
716,User Experience Issues,0
716,Support & Service Issues,0
716,Localization Issues,0
718,Ads Related Issues,1
718,Coins Related Issues,0
718,Content Discovery Issues,0
718,Listening Related Issues,0
718,Content Quality Issues,0
718,User Experience Issues,0
718,Support & Service Issues,0
718,Localization Issues,0
720,Listening Related Issues,1
720,User Experience Issues,1
720,Ads Related Issues,0
720,Coins Related Issues,0
720,Content Discovery Issues,0
720,Content Quality Issues,0
720,Support & Service Issues,0
720,Localization Issues,0
721,Coins Related Issues,1
721,Support & Service Issues,1
721,Ads Related Issues,0
721,Content Discovery Issues,0
721,Listening Related Issues,0
721,Content Quality Issues,0
721,User Experience Issues,0
721,Localization Issues,0
722,Listening Related Issues,1
722,Support & Service Issues,1
722,User Experience Issues,1
722,Coins Related Issues,2
722,Ads Related Issues,0
722,Content Discovery Issues,0
722,Content Quality Issues,0
722,Localization Issues,0
723,Coins Related Issues,1
723,Listening Related Issues,1
723,User Experience Issues,2
723,Ads Related Issues,1
723,Content Discovery Issues,0
723,Content Quality Issues,0
723,Support & Service Issues,0
723,Localization Issues,0
724,Coins Related Issues,1
724,Listening Related Issues,2
724,Ads Related Issues,0
724,Content Discovery Issues,0
724,Content Quality Issues,0
724,User Experience Issues,0
724,Support & Service Issues,0
724,Localization Issues,0
728,User Experience Issues,1
728,Ads Related Issues,0
728,Coins Related Issues,0
728,Content Discovery Issues,0
728,Listening Related Issues,0
728,Content Quality Issues,0
728,Support & Service Issues,0
728,Localization Issues,0
729,Coins Related Issues,1
729,Ads Related Issues,0
729,Content Discovery Issues,0
729,Listening Related Issues,0
729,Content Quality Issues,0
729,User Experience Issues,0
729,Support & Service Issues,0
729,Localization Issues,0
